mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0011373043060302734,0.00036389697060971814,0.0009604930877685547,0.00013768383741437888,1,linear,"{'C': 1, 'kernel': 'linear'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.9800000000000001,0.016329931618554516,1
0.0012294769287109375,0.0001363709589086116,0.0011600971221923829,0.00031580106009534596,1,rbf,"{'C': 1, 'kernel': 'rbf'}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9333333333333333,1.0,0.9666666666666666,0.02108185106778919,4
0.0009870529174804688,0.0002591163566980474,0.001077413558959961,0.00035853043151365556,10,linear,"{'C': 10, 'kernel': 'linear'}",1.0,1.0,0.9,0.9666666666666667,1.0,0.9733333333333334,0.038873012632301994,3
0.0008275032043457032,9.781514406332e-05,0.0007513046264648437,3.142042100854136e-05,10,rbf,"{'C': 10, 'kernel': 'rbf'}",0.9666666666666667,1.0,0.9666666666666667,0.9666666666666667,1.0,0.9800000000000001,0.016329931618554516,1
